Polygon ID,Type,Bucket,Visitor Count,Visit Count,Visitor Percentage,Visit Percentage
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Total CEL,392,1147.0,100.0,100.0
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Median distance traveled from CEL,10,,2.55,
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Lives within 1 mi,23,379.0,5.87,33.04
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Lives between 1 and 2 mi,14,29.0,3.57,2.53
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Lives between 2 and 3 mi,15,16.0,3.83,1.39
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Lives between 3 and 5 mi,40,103.0,10.2,8.98
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Lives between 5 and 10 mi,91,126.0,23.21,10.99
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Lives between 10 and 25 mi,96,336.0,24.49,29.29
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Lives between 25 and 50 mi,21,36.0,5.36,3.14
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Lives between 50 and 100 mi,31,36.0,7.91,3.14
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CEL Distance,Lives >100 mi,61,86.0,15.56,7.5
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Total CDL,405,1156.0,100.0,100.0
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Median distance traveled from CDL,9,,2.22,
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Works within 1 mi,35,530.0,8.64,45.85
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Works between 1 and 2 mi,14,29.0,3.46,2.51
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Works between 2 and 3 mi,17,18.0,4.2,1.56
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Works between 3 and 5 mi,42,87.0,10.37,7.53
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Works between 5 and 10 mi,100,135.0,24.69,11.68
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Works between 10 and 25 mi,84,185.0,20.74,16.0
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Works between 25 and 50 mi,19,32.0,4.69,2.77
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Works between 50 and 100 mi,30,35.0,7.41,3.03
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",CDL Distance,Works >100 mi,64,105.0,15.8,9.08
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Country,MEX,2,2.0,0.51,0.17
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Country,USA,389,1144.0,99.23,99.74
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Country,BRA,1,1.0,0.26,0.09
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Country,MEX,2,2.0,0.49,0.17
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Country,USA,403,1154.0,99.51,99.83
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530454002,18,374.0,4.59,32.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530367001,4,87.0,1.02,7.59
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530372002,3,68.0,0.77,5.93
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484910215121,1,36.0,0.26,3.14
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530432003,3,22.0,0.77,1.92
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530348001,1,17.0,0.26,1.48
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530431001,2,16.0,0.51,1.39
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530013111,2,15.0,0.51,1.31
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,480219501023,2,13.0,0.51,1.13
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484910215161,1,12.0,0.26,1.05
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,480850319042,2,12.0,0.51,1.05
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484910203292,5,10.0,1.28,0.87
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530443003,1,9.0,0.26,0.78
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530422002,1,8.0,0.26,0.7
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530006062,2,7.0,0.51,0.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530439002,1,7.0,0.26,0.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484910215111,1,7.0,0.26,0.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530457003,1,7.0,0.26,0.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530305003,2,6.0,0.51,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Census,484530013103,2,6.0,0.51,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530454002,31,526.0,7.65,45.5
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530372002,2,47.0,0.49,4.07
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530013111,2,39.0,0.49,3.37
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530432003,3,18.0,0.74,1.56
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,483550063001,1,17.0,0.25,1.47
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530431001,2,16.0,0.49,1.38
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,480850319042,2,12.0,0.49,1.04
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,480219501023,2,11.0,0.49,0.95
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530454003,6,9.0,1.48,0.78
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484910203292,3,8.0,0.74,0.69
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530439002,1,7.0,0.25,0.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484910215111,2,7.0,0.49,0.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530022201,2,6.0,0.49,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530305003,2,6.0,0.49,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530308002,2,6.0,0.49,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530013103,2,6.0,0.49,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530424001,1,6.0,0.25,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484910207091,2,6.0,0.49,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,484530443003,1,6.0,0.25,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Census,211450308004,1,6.0,0.25,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Austin CCD,130,745.0,33.16,64.95
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Round Rock-Georgetown CCD,48,108.0,12.24,9.42
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Northeast Travis CCD,19,40.0,4.85,3.49
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Northwest Travis CCD,31,38.0,7.91,3.31
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Cedar Park-Liberty Hill CCD,26,31.0,6.63,2.7
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Plano CCD,4,16.0,1.02,1.39
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Elgin CCD,4,16.0,1.02,1.39
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Taylor CCD,10,11.0,2.55,0.96
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Houston CCD,6,10.0,1.53,0.87
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Kyle-Buda CCD,7,7.0,1.79,0.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Southwest Travis CCD,7,7.0,1.79,0.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Killeen CCD,4,6.0,1.02,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,La Center CCD,1,6.0,0.26,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,San Antonio North CCD,4,5.0,1.02,0.44
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,District G,1,4.0,0.26,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,San Antonio Central CCD,2,4.0,0.51,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Temple CCD,3,4.0,0.77,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Northwest Harris CCD,4,4.0,1.02,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,Waco CCD,4,4.0,1.02,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Micro,San Antonio Northeast CCD,2,3.0,0.51,0.26
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Austin CCD,146,786.0,37.24,68.53
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Round Rock-Georgetown CCD,49,62.0,12.5,5.41
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Northwest Travis CCD,30,40.0,7.65,3.49
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Northeast Travis CCD,18,38.0,4.59,3.31
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Cedar Park-Liberty Hill CCD,27,32.0,6.89,2.79
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Corpus Christi CCD,1,17.0,0.26,1.48
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Plano CCD,4,16.0,1.02,1.39
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Elgin CCD,4,14.0,1.02,1.22
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Southwest Travis CCD,6,9.0,1.53,0.78
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Taylor CCD,8,8.0,2.04,0.7
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Houston CCD,6,8.0,1.53,0.7
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Killeen CCD,5,7.0,1.28,0.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Paducah CCD,1,6.0,0.26,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Kyle-Buda CCD,6,6.0,1.53,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,San Antonio North CCD,4,5.0,1.02,0.44
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,District G,1,4.0,0.26,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,San Antonio Central CCD,3,4.0,0.77,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Canyon Lake CCD,2,4.0,0.51,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Waco CCD,4,4.0,1.02,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,San Antonio Northeast CCD,2,3.0,0.51,0.26
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Travis County,187,830.0,47.7,72.36
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Williamson County,85,151.0,21.68,13.16
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Bastrop County,9,22.0,2.3,1.92
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Bell County,14,18.0,3.57,1.57
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Collin County,5,17.0,1.28,1.48
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Bexar County,11,15.0,2.81,1.31
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Harris County,10,14.0,2.55,1.22
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Hays County,9,9.0,2.3,0.78
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Ballard County,1,6.0,0.26,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Lafayette Parish,2,5.0,0.51,0.44
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,McLennan County,4,4.0,1.02,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Comal County,3,3.0,0.77,0.26
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Dallas County,3,3.0,0.77,0.26
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,,3,3.0,0.77,0.26
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Montgomery County,2,2.0,0.51,0.17
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Tarrant County,2,2.0,0.51,0.17
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Sangamon County,1,2.0,0.26,0.17
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Maricopa County,2,2.0,0.51,0.17
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Coryell County,2,2.0,0.51,0.17
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Admin,Midland County,1,1.0,0.26,0.09
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Austin CCD,146,786.0,37.24,68.53
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Round Rock-Georgetown CCD,49,62.0,12.5,5.41
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Northwest Travis CCD,30,40.0,7.65,3.49
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Northeast Travis CCD,18,38.0,4.59,3.31
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Cedar Park-Liberty Hill CCD,27,32.0,6.89,2.79
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Corpus Christi CCD,1,17.0,0.26,1.48
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Plano CCD,4,16.0,1.02,1.39
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Elgin CCD,4,14.0,1.02,1.22
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Southwest Travis CCD,6,9.0,1.53,0.78
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Taylor CCD,8,8.0,2.04,0.7
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Houston CCD,6,8.0,1.53,0.7
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Killeen CCD,5,7.0,1.28,0.61
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Paducah CCD,1,6.0,0.26,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Kyle-Buda CCD,6,6.0,1.53,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,San Antonio North CCD,4,5.0,1.02,0.44
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,District G,1,4.0,0.26,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,San Antonio Central CCD,3,4.0,0.77,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Canyon Lake CCD,2,4.0,0.51,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,Waco CCD,4,4.0,1.02,0.35
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Micro,San Antonio Northeast CCD,2,3.0,0.51,0.26
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78758,34,402.0,8.67,35.05
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78739,4,87.0,1.02,7.59
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78748,3,68.0,0.77,5.93
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78665,9,62.0,2.3,5.41
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78753,10,50.0,2.55,4.36
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78728,13,23.0,3.32,2.01
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78704,6,23.0,1.53,2.01
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78660,12,21.0,3.06,1.83
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78749,2,18.0,0.51,1.57
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78628,11,17.0,2.81,1.48
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78664,11,15.0,2.81,1.31
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78759,10,14.0,2.55,1.22
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78750,10,14.0,2.55,1.22
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78650,2,13.0,0.51,1.13
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78613,11,12.0,2.81,1.05
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,75074,2,12.0,0.51,1.05
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78727,11,11.0,2.81,0.96
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78705,5,10.0,1.28,0.87
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78641,10,10.0,2.55,0.87
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Postal1,78724,7,9.0,1.79,0.78
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78758,46,548.0,11.73,47.78
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78704,7,48.0,1.79,4.18
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78753,11,47.0,2.81,4.1
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78748,2,47.0,0.51,4.1
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78759,11,19.0,2.81,1.66
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78664,14,18.0,3.57,1.57
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78402,1,17.0,0.26,1.48
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78628,10,16.0,2.55,1.39
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78660,9,16.0,2.3,1.39
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78750,10,14.0,2.55,1.22
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78665,7,12.0,1.79,1.05
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78728,11,12.0,2.81,1.05
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,75074,2,12.0,0.51,1.05
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78727,12,12.0,3.06,1.05
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78650,2,11.0,0.51,0.96
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78641,11,11.0,2.81,0.96
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78729,7,10.0,1.79,0.87
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78724,6,10.0,1.53,0.87
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78717,9,9.0,2.3,0.78
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CDL Postal1,78613,9,9.0,2.3,0.78
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Austin, TX",291,1013.0,74.23,88.32
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Waco-Temple-Bryan, TX",21,25.0,5.36,2.18
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Dallas-Ft. Worth, TX",11,23.0,2.81,2.01
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"San Antonio, TX",17,21.0,4.34,1.83
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Houston, TX",16,20.0,4.08,1.74
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",1,6.0,0.26,0.52
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Lafayette, LA",2,5.0,0.51,0.44
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Orlando-Daytona Beach-Melbourne, FL",3,3.0,0.77,0.26
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Champaign & Springfield-Decatur, IL",1,2.0,0.26,0.17
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Phoenix, AZ",2,2.0,0.51,0.17
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Los Angeles, CA",2,2.0,0.51,0.17
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Harlingen-Weslaco-Brownsville-McAllen, TX",1,1.0,0.26,0.09
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Atlanta, GA",1,1.0,0.26,0.09
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,Leon,1,1.0,0.26,0.09
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,Bahia de Banderas,1,1.0,0.26,0.09
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Green Bay-Appleton, WI",1,1.0,0.26,0.09
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"San Francisco-Oakland-San Jose, CA",1,1.0,0.26,0.09
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Monterey-Salinas, CA",1,1.0,0.26,0.09
"Blue Nile Blue Nile Jewelry - Domain Northside, Austin, TX|11050622",Top CEL Municipality,"Abilene-Sweetwater, TX",1,1.0,0.26,0.09
