Polygon ID,Type,Bucket,Visitor Count,Visit Count,Visitor Percentage,Visit Percentage
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Sugar Land CCD,80,87.0,4.19,3.62
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,,64,70.0,3.35,2.92
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Alvin-Pearland CCD,43,49.0,2.25,2.04
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Fulshear-Simonton CCD,47,49.0,2.46,2.04
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Stafford-Missouri City CCD,33,35.0,1.73,1.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Southeast Montgomery CCD,30,34.0,1.57,1.42
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Rosenberg-Richmond CCD,20,27.0,1.05,1.12
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Texas City-League City CCD,19,19.0,0.99,0.79
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,District 5,16,16.0,0.84,0.67
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Brownsville CCD,15,15.0,0.79,0.62
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Southeast Harris CCD,11,14.0,0.58,0.58
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Pasadena CCD,14,14.0,0.73,0.58
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,District 1,14,14.0,0.73,0.58
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Baytown CCD,12,13.0,0.63,0.54
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,District 2,12,12.0,0.63,0.5
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Port Arthur CCD,11,11.0,0.58,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Austin CCD,11,11.0,0.58,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,District 3,10,10.0,0.52,0.42
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Harris County,912,1313.0,47.75,54.69
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Fort Bend County,207,267.0,10.84,11.12
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Brazoria County,70,78.0,3.66,3.25
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,,61,65.0,3.19,2.71
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Montgomery County,44,48.0,2.3,2.0
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Galveston County,24,24.0,1.26,1.0
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Jefferson County,23,23.0,1.2,0.96
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Bexar County,19,19.0,0.99,0.79
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Hidalgo County,17,18.0,0.89,0.75
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Cameron County,18,18.0,0.94,0.75
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,East Baton Rouge Parish,15,15.0,0.79,0.62
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Tarrant County,13,13.0,0.68,0.54
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Brazos County,12,13.0,0.63,0.54
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Travis County,12,12.0,0.63,0.5
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Calcasieu Parish,12,12.0,0.63,0.5
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Webb County,10,11.0,0.52,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Orange County,11,11.0,0.58,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Liberty County,8,11.0,0.42,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Williamson County,10,10.0,0.52,0.42
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Admin,Los Angeles County,10,10.0,0.52,0.42
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Houston CCD,819,1224.0,42.88,50.98
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Northwest Harris CCD,100,114.0,5.24,4.75
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Sugar Land CCD,80,87.0,4.19,3.62
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,,64,70.0,3.35,2.92
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Alvin-Pearland CCD,43,49.0,2.25,2.04
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Fulshear-Simonton CCD,47,49.0,2.46,2.04
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Stafford-Missouri City CCD,33,35.0,1.73,1.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Southeast Montgomery CCD,30,34.0,1.57,1.42
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Rosenberg-Richmond CCD,20,27.0,1.05,1.12
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Texas City-League City CCD,19,19.0,0.99,0.79
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,District 5,16,16.0,0.84,0.67
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Brownsville CCD,15,15.0,0.79,0.62
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Southeast Harris CCD,11,14.0,0.58,0.58
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Pasadena CCD,14,14.0,0.73,0.58
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,District 1,14,14.0,0.73,0.58
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Baytown CCD,12,13.0,0.63,0.54
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,District 2,12,12.0,0.63,0.5
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Port Arthur CCD,11,11.0,0.58,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,Austin CCD,11,11.0,0.58,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Micro,District 3,10,10.0,0.52,0.42
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77056,34,127.0,1.78,5.29
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77007,14,69.0,0.73,2.87
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,,64,68.0,3.35,2.83
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77479,40,54.0,2.09,2.25
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77081,26,46.0,1.36,1.92
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77494,39,43.0,2.04,1.79
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77057,28,43.0,1.47,1.79
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77004,21,40.0,1.1,1.67
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77407,15,38.0,0.79,1.58
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77584,29,36.0,1.52,1.5
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77038,5,33.0,0.26,1.37
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77449,28,32.0,1.47,1.33
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77459,26,31.0,1.36,1.29
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77002,5,29.0,0.26,1.21
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77433,27,27.0,1.41,1.12
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77064,8,25.0,0.42,1.04
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77024,20,24.0,1.05,1.0
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77401,16,24.0,0.84,1.0
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77063,20,23.0,1.05,0.96
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Postal1,77083,13,22.0,0.68,0.92
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77056,86,312.0,4.5,12.99
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,,65,71.0,3.4,2.96
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77479,41,49.0,2.15,2.04
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77004,27,45.0,1.41,1.87
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77057,33,42.0,1.73,1.75
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77494,36,37.0,1.88,1.54
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77081,20,36.0,1.05,1.5
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77584,22,28.0,1.15,1.17
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77082,15,27.0,0.79,1.12
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77007,15,27.0,0.79,1.12
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77038,4,26.0,0.21,1.08
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77449,22,24.0,1.15,1.0
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77074,21,23.0,1.1,0.96
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77433,22,22.0,1.15,0.92
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77036,20,22.0,1.05,0.92
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77401,13,21.0,0.68,0.87
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77024,17,20.0,0.89,0.83
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77429,10,20.0,0.52,0.83
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77064,5,19.0,0.26,0.79
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Postal1,77072,16,19.0,0.84,0.79
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Houston, TX",1296,1774.0,67.85,73.89
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Dallas-Ft. Worth, TX",39,39.0,2.04,1.62
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Harlingen-Weslaco-Brownsville-McAllen, TX",37,38.0,1.94,1.58
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Beaumont-Port Arthur, TX",30,30.0,1.57,1.25
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Austin, TX",25,25.0,1.31,1.04
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Baton Rouge, LA",24,24.0,1.26,1.0
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"San Antonio, TX",24,24.0,1.26,1.0
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Waco-Temple-Bryan, TX",22,23.0,1.15,0.96
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Lafayette, LA",18,21.0,0.94,0.87
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"New Orleans, LA",20,20.0,1.05,0.83
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Tyler-Longview(Lufkin & Nacogdoches), TX",20,20.0,1.05,0.83
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Los Angeles, CA",15,15.0,0.79,0.62
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Lake Charles, LA",14,14.0,0.73,0.58
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Atlanta, GA",12,13.0,0.63,0.54
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,San Pedro Garza Garcia,10,12.0,0.52,0.5
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"New York, NY",12,12.0,0.63,0.5
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Laredo, TX",10,11.0,0.52,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Shreveport, LA",8,8.0,0.42,0.33
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"Corpus Christi, TX",8,8.0,0.42,0.33
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Municipality,"El Paso, TX",6,7.0,0.31,0.29
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Houston, TX",1318,1774.0,69.01,73.89
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Dallas-Ft. Worth, TX",40,40.0,2.09,1.67
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Harlingen-Weslaco-Brownsville-McAllen, TX",38,39.0,1.99,1.62
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Beaumont-Port Arthur, TX",31,31.0,1.62,1.29
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Waco-Temple-Bryan, TX",26,27.0,1.36,1.12
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Baton Rouge, LA",26,26.0,1.36,1.08
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"San Antonio, TX",25,25.0,1.31,1.04
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Austin, TX",25,25.0,1.31,1.04
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Tyler-Longview(Lufkin & Nacogdoches), TX",20,20.0,1.05,0.83
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Lafayette, LA",16,19.0,0.84,0.79
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"New Orleans, LA",17,17.0,0.89,0.71
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Lake Charles, LA",13,13.0,0.68,0.54
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Los Angeles, CA",13,13.0,0.68,0.54
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Atlanta, GA",12,13.0,0.63,0.54
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Laredo, TX",10,11.0,0.52,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"New York, NY",11,11.0,0.58,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,San Pedro Garza Garcia,8,10.0,0.42,0.42
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Corpus Christi, TX",9,9.0,0.47,0.37
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Jackson, MS",8,8.0,0.42,0.33
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Municipality,"Biloxi-Gulfport, MS",7,7.0,0.37,0.29
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,TX,1537,2019.0,80.47,84.09
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,LA,90,93.0,4.71,3.87
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,,64,68.0,3.35,2.83
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,CA,33,33.0,1.73,1.37
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,FL,19,19.0,0.99,0.79
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,MS,19,19.0,0.99,0.79
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,GA,16,17.0,0.84,0.71
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,NY,11,11.0,0.58,0.46
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,AL,10,10.0,0.52,0.42
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,TN,9,9.0,0.47,0.37
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,IL,8,8.0,0.42,0.33
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,NC,7,7.0,0.37,0.29
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,CO,6,6.0,0.31,0.25
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,NJ,6,6.0,0.31,0.25
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,KS,5,5.0,0.26,0.21
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,VA,5,5.0,0.26,0.21
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,SC,5,5.0,0.26,0.21
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,NV,4,5.0,0.21,0.21
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,WI,5,5.0,0.26,0.21
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CEL Province,IN,4,4.0,0.21,0.17
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,TX,1566,2026.0,81.99,84.38
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,LA,87,90.0,4.55,3.75
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,,64,70.0,3.35,2.92
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,CA,32,32.0,1.68,1.33
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,FL,22,22.0,1.15,0.92
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,MS,21,21.0,1.1,0.87
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,GA,16,17.0,0.84,0.71
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,NC,9,9.0,0.47,0.37
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,NY,9,9.0,0.47,0.37
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,TN,9,9.0,0.47,0.37
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,AL,8,8.0,0.42,0.33
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,IL,7,7.0,0.37,0.29
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,KS,6,6.0,0.31,0.25
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,VA,6,6.0,0.31,0.25
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,OK,6,6.0,0.31,0.25
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,CO,6,6.0,0.31,0.25
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,NJ,6,6.0,0.31,0.25
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,AZ,5,5.0,0.26,0.21
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,SC,5,5.0,0.26,0.21
"Blue Nile Blue Nile Jewelry - Houston Galleria, Houston, TX|11050619",Top CDL Province,NV,4,5.0,0.21,0.21
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Total CEL,946,1336.0,100.0,100.0
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Median distance traveled from CEL,9,,0.95,
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Lives within 1 mi,12,15.0,1.27,1.12
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Lives between 1 and 2 mi,48,153.0,5.07,11.45
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Lives between 2 and 3 mi,57,69.0,6.03,5.16
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Lives between 3 and 5 mi,119,154.0,12.58,11.53
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Lives between 5 and 10 mi,250,394.0,26.43,29.49
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Lives between 10 and 25 mi,211,293.0,22.3,21.93
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Lives between 25 and 50 mi,146,154.0,15.43,11.53
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Lives between 50 and 100 mi,46,46.0,4.86,3.44
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CEL Distance,Lives >100 mi,57,58.0,6.03,4.34
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CDL Distance,Total CDL,962,1344.0,100.0,100.0
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CDL Distance,Median distance traveled from CDL,9,,0.94,
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CDL Distance,Works within 1 mi,26,84.0,2.7,6.25
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CDL Distance,Works between 1 and 2 mi,47,141.0,4.89,10.49
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CDL Distance,Works between 2 and 3 mi,54,67.0,5.61,4.99
"Blue Nile Blue Nile Jewelry - Roseville Galleria1151 Galleria Blvd, Suite 120,,Roseville,95678,CA,USA, Roseville, CA|11259307",CDL Distance,Works between 3 and 5 mi,128,163.0,13.31,12.13
